Year,Month,Date,Country,City,Specie,count,min,max,median,variance
2017,02,02,CN,Beijing,pm25,436,13.0,443.0,168.0,25337.7
2017,02,13,CN,Beijing,pm25,452,21.0,336.0,169.0,49426.7
2017,02,27,CN,Beijing,pm25,444,13.0,241.0,157.0,10273.9
2017,03,11,CN,Beijing,pm25,276,21.0,228.0,102.0,33000.8
2017,03,26,CN,Beijing,pm25,414,13.0,87.0,53.0,1452.14
2017,05,11,CN,Beijing,pm25,455,9.0,172.0,97.0,13319.1
2017,05,24,CN,Beijing,pm25,432,13.0,171.0,65.0,5800.62
2016,12,30,CN,Beijing,pm25,365,129.0,467.0,276.0,97250.3
2017,07,02,CN,Beijing,pm25,405,57.0,230.0,170.0,14018.0
2017,06,22,CN,Beijing,pm25,418,21.0,162.0,87.0,10135.0
2017,02,03,CN,Beijing,pm25,454,153.0,418.0,228.0,58052.6
2017,02,14,CN,Beijing,pm25,456,13.0,315.0,229.0,14108.9
2017,02,18,CN,Beijing,pm25,438,114.0,238.0,170.0,2188.76
2017,01,09,CN,Beijing,pm25,434,13.0,230.0,57.0,34607.0
2017,06,10,CN,Beijing,pm25,384,13.0,142.0,65.0,2716.01
2017,03,27,CN,Beijing,pm25,456,13.0,153.0,57.0,3042.92
2017,01,12,CN,Beijing,pm25,420,25.0,422.0,102.0,37495.1
2017,01,14,CN,Beijing,pm25,451,13.0,155.0,70.0,8052.03
2017,03,16,CN,Beijing,pm25,373,13.0,232.0,183.0,4145.22
2017,05,29,CN,Beijing,pm25,216,38.0,155.0,87.0,5804.84
2017,06,15,CN,Beijing,pm25,387,53.0,184.0,114.0,6915.72
2017,01,07,CN,Beijing,pm25,438,117.0,366.0,239.0,22984.6
2017,03,03,CN,Beijing,pm25,446,102.0,187.0,168.0,1152.92
2017,03,18,CN,Beijing,pm25,456,153.0,329.0,205.0,7357.59
2017,04,22,CN,Beijing,pm25,312,25.0,205.0,117.0,9495.49
2017,05,15,CN,Beijing,pm25,454,9.0,160.0,85.0,5849.59
2017,05,16,CN,Beijing,pm25,454,68.0,176.0,124.0,6228.7
2017,05,21,CN,Beijing,pm25,454,13.0,173.0,153.0,5595.27
2017,06,06,CN,Beijing,pm25,378,59.0,163.0,107.0,6220.46
2017,01,02,CN,Beijing,pm25,456,13.0,519.0,291.0,150034.0
2017,06,13,CN,Beijing,pm25,374,13.0,158.0,109.0,4527.98
2017,01,28,CN,Beijing,pm25,448,13.0,792.0,333.0,158060.0
2017,03,07,CN,Beijing,pm25,391,13.0,82.0,30.0,1540.78
2017,03,30,CN,Beijing,pm25,454,104.0,240.0,168.0,4533.1
2017,05,26,CN,Beijing,pm25,205,55.0,165.0,127.0,12552.9
2017,06,09,CN,Beijing,pm25,389,13.0,155.0,91.0,5942.96
2017,01,16,CN,Beijing,pm25,450,13.0,209.0,172.0,4136.5
2017,02,07,CN,Beijing,pm25,350,13.0,192.0,158.0,11628.6
2017,04,25,CN,Beijing,pm25,382,13.0,160.0,50.0,5599.21
2017,05,19,CN,Beijing,pm25,377,13.0,234.0,167.0,18786.0
2017,01,01,CN,Beijing,pm25,386,264.0,608.0,469.0,30585.7
2017,04,05,CN,Beijing,pm25,454,89.0,284.0,147.0,4857.89
2017,04,07,CN,Beijing,pm25,436,59.0,834.0,161.0,36224.5
2017,04,21,CN,Beijing,pm25,289,13.0,180.0,57.0,5502.06
2017,04,23,CN,Beijing,pm25,302,13.0,207.0,68.0,19999.9
2017,06,28,CN,Beijing,pm25,425,38.0,240.0,176.0,22930.5
2017,02,24,CN,Beijing,pm25,450,13.0,328.0,74.0,23659.2
2017,02,11,CN,Beijing,pm25,452,13.0,714.0,70.0,74839.1
2017,02,26,CN,Beijing,pm25,445,34.0,174.0,80.0,6765.93
2017,03,22,CN,Beijing,pm25,372,13.0,352.0,194.0,9504.74
2017,05,17,CN,Beijing,pm25,454,13.0,204.0,154.0,5217.57
2017,05,18,CN,Beijing,pm25,396,9.0,242.0,171.0,8846.77
2017,06,11,CN,Beijing,pm25,378,46.0,169.0,91.0,7420.44
2017,06,21,CN,Beijing,pm25,413,55.0,163.0,139.0,5831.96
2016,12,28,CN,Beijing,pm25,438,13.0,293.0,72.0,68891.0
2017,01,05,CN,Beijing,pm25,452,13.0,444.0,260.0,25708.5
2017,03,19,CN,Beijing,pm25,456,193.0,386.0,282.0,15601.3
2017,04,02,CN,Beijing,pm25,440,97.0,182.0,158.0,831.65
2017,04,16,CN,Beijing,pm25,434,50.0,244.0,174.0,15826.7
2017,05,03,CN,Beijing,pm25,456,57.0,227.0,164.0,14536.0
2017,05,23,CN,Beijing,pm25,441,13.0,154.0,74.0,5614.05
2017,06,17,CN,Beijing,pm25,419,68.0,212.0,161.0,2844.95
2016,12,31,CN,Beijing,pm25,255,180.0,514.0,395.0,86536.1
2017,02,16,CN,Beijing,pm25,352,13.0,349.0,59.0,132737.0
2017,02,19,CN,Beijing,pm25,429,13.0,250.0,195.0,62288.0
2017,02,28,CN,Beijing,pm25,448,13.0,184.0,50.0,10037.4
2017,03,31,CN,Beijing,pm25,453,13.0,164.0,55.0,23432.1
2017,05,22,CN,Beijing,pm25,445,17.0,172.0,109.0,12895.9
2017,06,08,CN,Beijing,pm25,413,13.0,158.0,87.0,9627.27
2017,01,25,CN,Beijing,pm25,399,181.0,325.0,231.0,10566.3
2017,03,08,CN,Beijing,pm25,453,13.0,124.0,42.0,2588.04
2017,03,23,CN,Beijing,pm25,450,102.0,468.0,181.0,14102.5
2017,04,28,CN,Beijing,pm25,434,13.0,313.0,74.0,14095.0
2017,05,05,CN,Beijing,pm25,451,9.0,834.0,184.0,296997.0
2017,01,11,CN,Beijing,pm25,429,9.0,420.0,166.0,21281.2
2017,01,20,CN,Beijing,pm25,452,13.0,194.0,61.0,18976.3
2017,03,02,CN,Beijing,pm25,449,13.0,168.0,107.0,12460.6
2017,05,12,CN,Beijing,pm25,453,13.0,211.0,132.0,7477.68
2017,01,08,CN,Beijing,pm25,453,13.0,317.0,76.0,47251.3
2017,03,10,CN,Beijing,pm25,362,30.0,180.0,91.0,11736.9
2017,04,11,CN,Beijing,pm25,436,13.0,245.0,63.0,33815.5
2017,06,03,CN,Beijing,pm25,387,13.0,161.0,82.0,8997.11
2017,02,22,CN,Beijing,pm25,447,13.0,289.0,169.0,40997.9
2017,01,21,CN,Beijing,pm25,432,13.0,215.0,42.0,36977.4
2017,02,05,CN,Beijing,pm25,439,13.0,441.0,46.0,23462.8
2017,04,12,CN,Beijing,pm25,412,13.0,188.0,91.0,17527.8
2017,05,10,CN,Beijing,pm25,425,9.0,171.0,119.0,11324.2
2017,01,13,CN,Beijing,pm25,451,9.0,195.0,55.0,2887.41
2017,01,26,CN,Beijing,pm25,296,13.0,434.0,298.0,184463.0
2017,05,30,CN,Beijing,pm25,216,50.0,155.0,107.0,4627.74
